index,Адрес обращения,Дом,Дата,текст обращения,ids,listTextAppealLem,named_labels
5274,бульвар Юности,21,2021-06-12 18:12:46.582,"Чердак нужно отремонтировать, заливает 10 этаж. Швы дома обработать. Корыто на чердаках не чистится квартира 39.",15274,"['чердак', 'нужно', 'отремонтировать', 'заливать', '10', 'этаж', 'шов', 'дома', 'обрабатывать', 'корыто', 'чердак', 'чиститься', 'квартира', '39']",General improvement
5275,улица Советская,77,2021-06-08 22:56:38.386,Детскую площадку сделать,15275,"['детский', 'площадка', 'сделать']",Playground
5276,улица Советская,33,2021-06-12 08:22:45.838,Повысить пенсию,15276,"['повышать', 'пенсия']",General improvement
5277,улица П.В.Дементьева,7 корп. 1,2021-06-09 12:44:58.614,"
дет.площадки улучшить
спорт площадки",15277,"['дет', 'площадка', 'улучшать', 'спорт', 'площадка']",Playground
5278,улица Хузангая,28,2021-06-11 18:52:20.522,"Улучшение состояния парков, детской площадки, дороги. 
Увеличение з/ платы рабочим, ремонт детских садов.",15278,"['улучшение', 'состояние', 'парк', 'детский', 'площадка', 'дорога', ' \n', 'увеличение', 'з', '/ ', 'плата', 'рабочий', 'ремонт', 'детский', 'сад']",General improvement
5279,улица Советская,75,2021-06-08 23:06:59.893,Пустой,15279,['пустой'],General improvement
5280,улица Николая Гастелло,9,2021-06-08 16:13:40.666,Заменить лифты. Оградить газоны. Решетки на общие балконы.,15280,"['заменять', 'лифт', 'ограждать', 'газон', 'решетка', 'общий', 'балкон']",General improvement
5282,улица Коммунистическая,25,2021-06-07 18:23:34.267,"Срубить тополь
Обустроить площадку детскую
У жителей аллергия на тополь",15282,"['срубать', 'тополь', 'обустраивать', 'площадка', 'детский', 'житель', 'аллергия', 'тополь']",General improvement
5283,улица Винокурова,31,2021-06-06 21:02:42.395,"Убрать лавочки перед 2м подъездом и рядом с детской площадкой, т.к. ночью сидят пьяные и шумят",15283,"['убирать', 'лавочка', '2м', 'подъезд', 'рядом', 'детский', 'площадка', 'т', 'ночь', 'сидеть', 'пьяный', 'шуметь']",General improvement
5284,улица Заовражная,47,2021-06-06 00:18:41.479,Остановочных павильоны установить. ,15284,"['остановочный', 'павильон', 'устанавливать']",General improvement
5285,улица Кукшумская,17,2021-06-11 15:25:11.110,"Ремонт дороги к поликлинике от Кукшумская 17 , через Кукшумская 21",15285,"['ремонт', 'дорога', 'поликлиника', 'кукшумский', '17', ' , ', 'кукшумский', '21']",General improvement
