"id","text_appeal","adress","home","text_appeal_lem","type","lat","lng","created_at","updated_at"
"10821","Ремонт дороги возле дома №8 пр. Ельниковский.
Организовать парковки перед домом.","проезд Ельниковский","8","""['ремонт', 'дорога', 'возле', 'дом', '№', '8', 'пр', 'ельниковский', 'организовывать', 'парковка', 'дом']""","Need for a road",NULL,NULL,"2021-10-30 11:06:22","2021-10-30 20:44:26"
"10822","Благоустройство детской игровой площадки во дворе дома №18 по ул. Строителей","улица Строителей","18","""['благоустройство', 'детский', 'игровой', 'площадка', 'двор', 'дом', '№', '18', 'ул', 'строитель']""","Need for a road","56.112615","47.240248","2021-10-30 11:06:22","2021-10-30 20:44:26"
"10823","Набережную, дороги, школы, дворы, пляж","бульвар Речной","4 корп. 1","""['набережная', 'дорога', 'школа', 'двор', 'пляж']""","Need for a road",NULL,NULL,"2021-10-30 11:06:22","2021-10-30 20:44:26"
"10824","Тротуар возле 39 дома узкий - расширить
Лишние деревья убрать за домом 39 или обрезать ветки","бульвар А.Миттова","39","""['тротуар', 'возле', '39', 'дом', 'узкий', ' - ', 'расширять', 'лишний', 'дерево', 'убирать', 'дом', '39', 'обрезать', 'ветка']""","General improvement","56.110305","47.187851","2021-10-30 11:06:22","2021-10-30 20:44:26"
"10825","Посадить дубовую рощу. Обустроить детские площадки. Открыть секции.","улица Магницкого","2 корп. 1","""['посадить', 'дубовый', 'роща', 'обустраивать', 'детский', 'площадка', 'открывать', 'секция']""","General improvement",NULL,NULL,"2021-10-30 11:06:22","2021-10-30 20:44:26"
"10826","Детская площадка во дворе","улица 50 лет Октября","22","""['детский', 'площадка', 'двор']""","Playground","56.126844","47.280978","2021-10-30 11:06:22","2021-10-30 20:44:26"
"10827","построить школу","улица П.В.Дементьева","18 корп. 3","""['построить', 'школа']""","Need for a road",NULL,NULL,"2021-10-30 11:06:22","2021-10-30 20:44:26"
"10828","Ремонт подъезда","проспект Тракторостроителей","5","""['ремонт', 'подъезд']""","Major overhaul","56.099599","47.285743","2021-10-30 11:06:22","2021-10-30 20:44:26"
"10829","Сделать футбольное покрытие в сош 64","бульвар А.Миттова","18 корп. 1","""['сделать', 'футбольный', 'покрытие', 'сош', '64']""","General improvement",NULL,NULL,"2021-10-30 11:06:22","2021-10-30 20:44:26"
"10830","Благоустройство территории
Ремонт подъездов","бульвар Эгерский","24","""['благоустройство', 'территория', 'ремонт', 'подъезд']""","Need for a road","56.100989","47.284195","2021-10-30 11:06:22","2021-10-30 20:44:26"
"10831","прошу принять меры уборки территории котлованна прилигающиеик дому 27 и построить детскую площадку","улица Хевешская","27","""['просить', 'принимать', 'мера', 'уборка', 'территория', 'котлованный', 'прилигающиеик', 'дом', '27', 'построить', 'детский', 'площадка']""","General improvement","56.107820","47.272604","2021-10-30 11:06:22","2021-10-30 20:44:26"
"10832","дет.площадку и сквер","улица П.В.Дементьева","22","""['дет', 'площадка', 'сквер']""","Playground","56.116633","47.219967","2021-10-30 11:06:22","2021-10-30 20:44:26"
"10833","Ремонт дорог перед магазином ""Сахарок""","улица Калинина","93","""['ремонт', 'дорогой', 'магазин', ' \""', 'сахарок']""","Need for a road","56.140200","47.268548","2021-10-30 11:06:22","2021-10-30 20:44:26"
"10834","Отсутствуют отмостки","улица Терешковой","6","""['отсутствовать', 'отмостка']""","General improvement",NULL,NULL,"2021-10-30 11:06:22","2021-10-30 20:44:26"
"10835","Ставят машины на газон, нет места для парковки, посадить кусты во дворе, вывести воду для поливки цветов, дежурство полиции, т.к. рядом круглосуточный магазин","улица Молодежная","5","""['ставить', 'машина', 'газон', 'место', 'парковка', 'посадить', 'куст', 'двор', 'выводить', 'вода', 'поливка', 'цветок', 'дежурство', 'полиция', 'т', 'рядом', 'круглосуточный', 'магазин']""","General improvement","56.122730","47.378021","2021-10-30 11:06:22","2021-10-30 20:44:26"
